publication_id,ion,band,instrument,holding,tier,selector,route,treatment,A,n_lines,wavelength_air_A,abundance,ep_eV,log_gf,gf_basis,perline_artifact
Fe-060,I,VIS,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,GRADED,SYNTH,ENGINE-B-NLTE,7.488,67,5618.632,7.429,4.209,-1.25,unique canonical_gf match,data/results/band_products/FeI_4200_6910_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_GRADED_ENGINE-B-NLTE_lines.csv
Fe-060,I,VIS,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,GRADED,SYNTH,ENGINE-B-NLTE,7.488,67,5638.262,7.477,4.22,-0.72,unique canonical_gf match,data/results/band_products/FeI_4200_6910_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_GRADED_ENGINE-B-NLTE_lines.csv
Fe-060,I,VIS,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,GRADED,SYNTH,ENGINE-B-NLTE,7.488,67,5658.532,7.449,3.43,-1.85,unique canonical_gf match,data/results/band_products/FeI_4200_6910_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_GRADED_ENGINE-B-NLTE_lines.csv
Fe-060,I,VIS,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,GRADED,SYNTH,ENGINE-B-NLTE,7.488,67,5705.992,7.55,4.608,-0.46,unique canonical_gf match,data/results/band_products/FeI_4200_6910_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_GRADED_ENGINE-B-NLTE_lines.csv
Fe-060,I,VIS,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,GRADED,SYNTH,ENGINE-B-NLTE,7.488,67,5712.131,7.55,3.417,-2.01,unique canonical_gf match,data/results/band_products/FeI_4200_6910_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_GRADED_ENGINE-B-NLTE_lines.csv
Fe-060,I,VIS,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,GRADED,SYNTH,ENGINE-B-NLTE,7.488,67,5717.833,7.519,4.284,-0.96,unique canonical_gf match,data/results/band_products/FeI_4200_6910_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_GRADED_ENGINE-B-NLTE_lines.csv
Fe-060,I,VIS,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,GRADED,SYNTH,ENGINE-B-NLTE,7.488,67,5753.122,7.482,4.26,-0.62,unique canonical_gf match,data/results/band_products/FeI_4200_6910_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_GRADED_ENGINE-B-NLTE_lines.csv
Fe-060,I,VIS,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,GRADED,SYNTH,ENGINE-B-NLTE,7.488,67,5775.081,7.535,4.22,-1.08,unique canonical_gf match,data/results/band_products/FeI_4200_6910_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_GRADED_ENGINE-B-NLTE_lines.csv
Fe-060,I,VIS,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,GRADED,SYNTH,ENGINE-B-NLTE,7.488,67,5784.658,7.618,3.397,-2.67,unique canonical_gf match,data/results/band_products/FeI_4200_6910_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_GRADED_ENGINE-B-NLTE_lines.csv
Fe-060,I,VIS,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,GRADED,SYNTH,ENGINE-B-NLTE,7.488,67,6003.011,7.636,3.882,-1.1,unique canonical_gf match,data/results/band_products/FeI_4200_6910_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_GRADED_ENGINE-B-NLTE_lines.csv
Fe-060,I,VIS,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,GRADED,SYNTH,ENGINE-B-NLTE,7.488,67,6008.556,7.55,3.884,-0.98,unique canonical_gf match,data/results/band_products/FeI_4200_6910_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_GRADED_ENGINE-B-NLTE_lines.csv
Fe-060,I,VIS,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,GRADED,SYNTH,ENGINE-B-NLTE,7.488,67,6056.005,7.405,4.733,-0.32,unique canonical_gf match,data/results/band_products/FeI_4200_6910_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_GRADED_ENGINE-B-NLTE_lines.csv
Fe-060,I,VIS,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,GRADED,SYNTH,ENGINE-B-NLTE,7.488,67,6141.731,7.991,3.603,-1.46,unique canonical_gf match,data/results/band_products/FeI_4200_6910_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_GRADED_ENGINE-B-NLTE_lines.csv
Fe-060,I,VIS,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,GRADED,SYNTH,ENGINE-B-NLTE,7.488,67,6232.64,7.547,3.654,-1.24,unique canonical_gf match,data/results/band_products/FeI_4200_6910_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_GRADED_ENGINE-B-NLTE_lines.csv
Fe-060,I,VIS,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,GRADED,SYNTH,ENGINE-B-NLTE,7.488,67,6315.811,7.435,4.076,-1.63,unique canonical_gf match,data/results/band_products/FeI_4200_6910_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_GRADED_ENGINE-B-NLTE_lines.csv
Fe-060,I,VIS,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,GRADED,SYNTH,ENGINE-B-NLTE,7.488,67,6336.823,7.549,3.686,-0.85,unique canonical_gf match,data/results/band_products/FeI_4200_6910_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_GRADED_ENGINE-B-NLTE_lines.csv
Fe-060,I,VIS,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,GRADED,SYNTH,ENGINE-B-NLTE,7.488,67,6408.017,7.567,3.686,-0.99,unique canonical_gf match,data/results/band_products/FeI_4200_6910_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_GRADED_ENGINE-B-NLTE_lines.csv
Fe-060,I,VIS,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,GRADED,SYNTH,ENGINE-B-NLTE,7.488,67,6627.544,7.636,4.549,-1.59,unique canonical_gf match,data/results/band_products/FeI_4200_6910_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_GRADED_ENGINE-B-NLTE_lines.csv
Fe-060,I,VIS,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,GRADED,SYNTH,ENGINE-B-NLTE,7.488,67,6663.231,7.458,4.559,-1.2,unique canonical_gf match,data/results/band_products/FeI_4200_6910_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_GRADED_ENGINE-B-NLTE_lines.csv
Fe-060,I,VIS,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,GRADED,SYNTH,ENGINE-B-NLTE,7.488,67,6705.101,7.357,4.607,-0.87,unique canonical_gf match,data/results/band_products/FeI_4200_6910_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_GRADED_ENGINE-B-NLTE_lines.csv
Fe-060,I,VIS,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,GRADED,SYNTH,ENGINE-B-NLTE,7.488,67,6725.356,7.418,4.103,-2.1,unique canonical_gf match,data/results/band_products/FeI_4200_6910_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_GRADED_ENGINE-B-NLTE_lines.csv
Fe-060,I,VIS,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,GRADED,SYNTH,ENGINE-B-NLTE,7.488,67,6841.339,7.269,4.607,-0.49,unique canonical_gf match,data/results/band_products/FeI_4200_6910_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_GRADED_ENGINE-B-NLTE_lines.csv
Fe-060,I,VIS,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,GRADED,SYNTH,ENGINE-B-NLTE,7.488,67,6843.655,7.448,4.549,-0.73,unique canonical_gf match,data/results/band_products/FeI_4200_6910_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_GRADED_ENGINE-B-NLTE_lines.csv
Fe-060,I,VIS,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,GRADED,SYNTH,ENGINE-B-NLTE,7.488,67,6855.161,7.488,4.559,-0.49,unique canonical_gf match,data/results/band_products/FeI_4200_6910_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_GRADED_ENGINE-B-NLTE_lines.csv
Fe-060,I,VIS,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,GRADED,SYNTH,ENGINE-B-NLTE,7.488,67,6858.148,7.48,4.608,-0.9,unique canonical_gf match,data/results/band_products/FeI_4200_6910_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_GRADED_ENGINE-B-NLTE_lines.csv
Fe-061,I,VIS,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,GRADED,SYNTH,synth-1D-LTE-gerber,7.439,67,4289.08,7.436,3.368,-1.17,unique canonical_gf match,data/results/band_products/FeI_4200_6910_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_GRADED_synth-1D-LTE-gerber_lines.csv
Fe-061,I,VIS,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,GRADED,SYNTH,synth-1D-LTE-gerber,7.439,67,4372.982,7.334,3.017,-2.4,unique canonical_gf match,data/results/band_products/FeI_4200_6910_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_GRADED_synth-1D-LTE-gerber_lines.csv
Fe-061,I,VIS,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,GRADED,SYNTH,synth-1D-LTE-gerber,7.439,67,4488.906,7.393,3.654,-1.72,unique canonical_gf match,data/results/band_products/FeI_4200_6910_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_GRADED_synth-1D-LTE-gerber_lines.csv
Fe-061,I,VIS,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,GRADED,SYNTH,synth-1D-LTE-gerber,7.439,67,4495.391,7.005,2.885,-3.39,unique canonical_gf match,data/results/band_products/FeI_4200_6910_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_GRADED_synth-1D-LTE-gerber_lines.csv
Fe-061,I,VIS,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,GRADED,SYNTH,synth-1D-LTE-gerber,7.439,67,4531.636,7.446,3.634,-1.95,unique canonical_gf match,data/results/band_products/FeI_4200_6910_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_GRADED_synth-1D-LTE-gerber_lines.csv
Fe-061,I,VIS,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,GRADED,SYNTH,synth-1D-LTE-gerber,7.439,67,4554.451,7.287,2.865,-2.81,unique canonical_gf match,data/results/band_products/FeI_4200_6910_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_GRADED_synth-1D-LTE-gerber_lines.csv
Fe-061,I,VIS,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,GRADED,SYNTH,synth-1D-LTE-gerber,7.439,67,4565.662,7.334,3.241,-2.17,unique canonical_gf match,data/results/band_products/FeI_4200_6910_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_GRADED_synth-1D-LTE-gerber_lines.csv
Fe-061,I,VIS,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,GRADED,SYNTH,synth-1D-LTE-gerber,7.439,67,4574.216,7.522,3.211,-2.35,unique canonical_gf match,data/results/band_products/FeI_4200_6910_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_GRADED_synth-1D-LTE-gerber_lines.csv
Fe-061,I,VIS,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,GRADED,SYNTH,synth-1D-LTE-gerber,7.439,67,4611.184,7.11,2.851,-2.62,unique canonical_gf match,data/results/band_products/FeI_4200_6910_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_GRADED_synth-1D-LTE-gerber_lines.csv
Fe-061,I,VIS,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,GRADED,SYNTH,synth-1D-LTE-gerber,7.439,67,4708.968,7.598,3.64,-2.07,unique canonical_gf match,data/results/band_products/FeI_4200_6910_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_GRADED_synth-1D-LTE-gerber_lines.csv
Fe-061,I,VIS,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,GRADED,SYNTH,synth-1D-LTE-gerber,7.439,67,4720.962,7.393,4.154,-1.86,unique canonical_gf match,data/results/band_products/FeI_4200_6910_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_GRADED_synth-1D-LTE-gerber_lines.csv
Fe-061,I,VIS,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,GRADED,SYNTH,synth-1D-LTE-gerber,7.439,67,4726.137,7.257,2.998,-2.89,unique canonical_gf match,data/results/band_products/FeI_4200_6910_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_GRADED_synth-1D-LTE-gerber_lines.csv
Fe-061,I,VIS,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,GRADED,SYNTH,synth-1D-LTE-gerber,7.439,67,4741.069,7.46,3.332,-2.4,unique canonical_gf match,data/results/band_products/FeI_4200_6910_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_GRADED_synth-1D-LTE-gerber_lines.csv
Fe-061,I,VIS,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,GRADED,SYNTH,synth-1D-LTE-gerber,7.439,67,4787.827,7.504,2.998,-2.62,unique canonical_gf match,data/results/band_products/FeI_4200_6910_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_GRADED_synth-1D-LTE-gerber_lines.csv
Fe-061,I,VIS,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,GRADED,SYNTH,synth-1D-LTE-gerber,7.439,67,4807.708,7.582,3.368,-2.15,unique canonical_gf match,data/results/band_products/FeI_4200_6910_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_GRADED_synth-1D-LTE-gerber_lines.csv
Fe-061,I,VIS,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,GRADED,SYNTH,synth-1D-LTE-gerber,7.439,67,4860.978,7.854,3.397,-2.33,unique canonical_gf match,data/results/band_products/FeI_4200_6910_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_GRADED_synth-1D-LTE-gerber_lines.csv
Fe-061,I,VIS,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,GRADED,SYNTH,synth-1D-LTE-gerber,7.439,67,4875.877,7.538,3.332,-1.9,unique canonical_gf match,data/results/band_products/FeI_4200_6910_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_GRADED_synth-1D-LTE-gerber_lines.csv
Fe-061,I,VIS,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,GRADED,SYNTH,synth-1D-LTE-gerber,7.439,67,4896.439,7.547,3.884,-1.89,unique canonical_gf match,data/results/band_products/FeI_4200_6910_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_GRADED_synth-1D-LTE-gerber_lines.csv
Fe-061,I,VIS,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,GRADED,SYNTH,synth-1D-LTE-gerber,7.439,67,4905.133,7.292,3.929,-1.73,unique canonical_gf match,data/results/band_products/FeI_4200_6910_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_GRADED_synth-1D-LTE-gerber_lines.csv
Fe-061,I,VIS,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,GRADED,SYNTH,synth-1D-LTE-gerber,7.439,67,4907.732,7.338,3.43,-1.7,unique canonical_gf match,data/results/band_products/FeI_4200_6910_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_GRADED_synth-1D-LTE-gerber_lines.csv
Fe-061,I,VIS,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,GRADED,SYNTH,synth-1D-LTE-gerber,7.439,67,4911.529,7.609,4.256,-1.84,unique canonical_gf match,data/results/band_products/FeI_4200_6910_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_GRADED_synth-1D-LTE-gerber_lines.csv
Fe-061,I,VIS,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,GRADED,SYNTH,synth-1D-LTE-gerber,7.439,67,4911.779,7.603,3.929,-1.75,unique canonical_gf match,data/results/band_products/FeI_4200_6910_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_GRADED_synth-1D-LTE-gerber_lines.csv
Fe-061,I,VIS,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,GRADED,SYNTH,synth-1D-LTE-gerber,7.439,67,4933.873,7.368,3.943,-1.56,unique canonical_gf match,data/results/band_products/FeI_4200_6910_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_GRADED_synth-1D-LTE-gerber_lines.csv
Fe-061,I,VIS,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,GRADED,SYNTH,synth-1D-LTE-gerber,7.439,67,4934.084,7.296,3.301,-2.39,unique canonical_gf match,data/results/band_products/FeI_4200_6910_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_GRADED_synth-1D-LTE-gerber_lines.csv
Fe-061,I,VIS,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,GRADED,SYNTH,synth-1D-LTE-gerber,7.439,67,5023.498,7.552,4.313,-1.67,unique canonical_gf match,data/results/band_products/FeI_4200_6910_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_GRADED_synth-1D-LTE-gerber_lines.csv
Fe-061,I,VIS,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,GRADED,SYNTH,synth-1D-LTE-gerber,7.439,67,5099.077,7.439,3.984,-1.39,unique canonical_gf match,data/results/band_products/FeI_4200_6910_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_GRADED_synth-1D-LTE-gerber_lines.csv
Fe-061,I,VIS,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,GRADED,SYNTH,synth-1D-LTE-gerber,7.439,67,5129.631,7.585,3.943,-1.67,unique canonical_gf match,data/results/band_products/FeI_4200_6910_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_GRADED_synth-1D-LTE-gerber_lines.csv
Fe-061,I,VIS,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,GRADED,SYNTH,synth-1D-LTE-gerber,7.439,67,5285.127,7.609,4.435,-1.66,unique canonical_gf match,data/results/band_products/FeI_4200_6910_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_GRADED_synth-1D-LTE-gerber_lines.csv
Fe-061,I,VIS,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,GRADED,SYNTH,synth-1D-LTE-gerber,7.439,67,5288.525,7.328,3.695,-1.49,unique canonical_gf match,data/results/band_products/FeI_4200_6910_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_GRADED_synth-1D-LTE-gerber_lines.csv
Fe-061,I,VIS,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,GRADED,SYNTH,synth-1D-LTE-gerber,7.439,67,5373.709,7.419,4.473,-0.71,unique canonical_gf match,data/results/band_products/FeI_4200_6910_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_GRADED_synth-1D-LTE-gerber_lines.csv
Fe-061,I,VIS,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,GRADED,SYNTH,synth-1D-LTE-gerber,7.439,67,5379.574,7.435,3.695,-1.42,unique canonical_gf match,data/results/band_products/FeI_4200_6910_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_GRADED_synth-1D-LTE-gerber_lines.csv
Fe-061,I,VIS,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,GRADED,SYNTH,synth-1D-LTE-gerber,7.439,67,5403.822,7.267,4.076,-0.98,unique canonical_gf match,data/results/band_products/FeI_4200_6910_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_GRADED_synth-1D-LTE-gerber_lines.csv
Fe-061,I,VIS,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,GRADED,SYNTH,synth-1D-LTE-gerber,7.439,67,5473.9,7.502,4.154,-0.72,unique canonical_gf match,data/results/band_products/FeI_4200_6910_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_GRADED_synth-1D-LTE-gerber_lines.csv
Fe-061,I,VIS,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,GRADED,SYNTH,synth-1D-LTE-gerber,7.439,67,5481.438,7.567,4.191,-1.33,unique canonical_gf match,data/results/band_products/FeI_4200_6910_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_GRADED_synth-1D-LTE-gerber_lines.csv
Fe-061,I,VIS,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,GRADED,SYNTH,synth-1D-LTE-gerber,7.439,67,5483.099,7.472,4.154,-1.39,unique canonical_gf match,data/results/band_products/FeI_4200_6910_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_GRADED_synth-1D-LTE-gerber_lines.csv
Fe-061,I,VIS,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,GRADED,SYNTH,synth-1D-LTE-gerber,7.439,67,5493.499,6.732,4.103,-1.48,unique canonical_gf match,data/results/band_products/FeI_4200_6910_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_GRADED_synth-1D-LTE-gerber_lines.csv
Fe-061,I,VIS,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,GRADED,SYNTH,synth-1D-LTE-gerber,7.439,67,5532.747,7.225,3.573,-1.89,unique canonical_gf match,data/results/band_products/FeI_4200_6910_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_GRADED_synth-1D-LTE-gerber_lines.csv
Fe-061,I,VIS,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,GRADED,SYNTH,synth-1D-LTE-gerber,7.439,67,5538.516,7.551,4.218,-1.54,unique canonical_gf match,data/results/band_products/FeI_4200_6910_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_GRADED_synth-1D-LTE-gerber_lines.csv
Fe-061,I,VIS,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,GRADED,SYNTH,synth-1D-LTE-gerber,7.439,67,5554.894,7.349,4.549,-0.27,unique canonical_gf match,data/results/band_products/FeI_4200_6910_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_GRADED_synth-1D-LTE-gerber_lines.csv
Fe-061,I,VIS,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,GRADED,SYNTH,synth-1D-LTE-gerber,7.439,67,5563.6,7.398,4.191,-0.75,unique canonical_gf match,data/results/band_products/FeI_4200_6910_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_GRADED_synth-1D-LTE-gerber_lines.csv
Fe-061,I,VIS,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,GRADED,SYNTH,synth-1D-LTE-gerber,7.439,67,5573.102,7.449,4.191,-1.29,unique canonical_gf match,data/results/band_products/FeI_4200_6910_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_GRADED_synth-1D-LTE-gerber_lines.csv
Fe-061,I,VIS,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,GRADED,SYNTH,synth-1D-LTE-gerber,7.439,67,5602.767,7.535,4.154,-0.95,unique canonical_gf match,data/results/band_products/FeI_4200_6910_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_GRADED_synth-1D-LTE-gerber_lines.csv
Fe-061,I,VIS,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,GRADED,SYNTH,synth-1D-LTE-gerber,7.439,67,5618.632,7.389,4.209,-1.25,unique canonical_gf match,data/results/band_products/FeI_4200_6910_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_GRADED_synth-1D-LTE-gerber_lines.csv
Fe-061,I,VIS,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,GRADED,SYNTH,synth-1D-LTE-gerber,7.439,67,5638.262,7.436,4.22,-0.72,unique canonical_gf match,data/results/band_products/FeI_4200_6910_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_GRADED_synth-1D-LTE-gerber_lines.csv
Fe-061,I,VIS,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,GRADED,SYNTH,synth-1D-LTE-gerber,7.439,67,5658.532,7.394,3.43,-1.85,unique canonical_gf match,data/results/band_products/FeI_4200_6910_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_GRADED_synth-1D-LTE-gerber_lines.csv
Fe-061,I,VIS,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,GRADED,SYNTH,synth-1D-LTE-gerber,7.439,67,5705.992,7.512,4.608,-0.46,unique canonical_gf match,data/results/band_products/FeI_4200_6910_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_GRADED_synth-1D-LTE-gerber_lines.csv
Fe-061,I,VIS,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,GRADED,SYNTH,synth-1D-LTE-gerber,7.439,67,5712.131,7.418,3.417,-2.01,unique canonical_gf match,data/results/band_products/FeI_4200_6910_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_GRADED_synth-1D-LTE-gerber_lines.csv
Fe-061,I,VIS,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,GRADED,SYNTH,synth-1D-LTE-gerber,7.439,67,5717.833,7.487,4.284,-0.96,unique canonical_gf match,data/results/band_products/FeI_4200_6910_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_GRADED_synth-1D-LTE-gerber_lines.csv
Fe-061,I,VIS,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,GRADED,SYNTH,synth-1D-LTE-gerber,7.439,67,5753.122,7.447,4.26,-0.62,unique canonical_gf match,data/results/band_products/FeI_4200_6910_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_GRADED_synth-1D-LTE-gerber_lines.csv
Fe-061,I,VIS,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,GRADED,SYNTH,synth-1D-LTE-gerber,7.439,67,5775.081,7.489,4.22,-1.08,unique canonical_gf match,data/results/band_products/FeI_4200_6910_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_GRADED_synth-1D-LTE-gerber_lines.csv
Fe-061,I,VIS,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,GRADED,SYNTH,synth-1D-LTE-gerber,7.439,67,5784.658,7.558,3.397,-2.67,unique canonical_gf match,data/results/band_products/FeI_4200_6910_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_GRADED_synth-1D-LTE-gerber_lines.csv
