publication_id,ion,band,instrument,holding,tier,selector,route,treatment,A,n_lines,wavelength_air_A,abundance,ep_eV,log_gf,gf_basis,perline_artifact
Fe-050,I,VIS,iag_fts_solar_atlas,solar_iag,GRADED,GRADED,SYNTH,synth-1D-LTE-gerber,7.492,43,5538.516,7.547,4.218,-1.54,unique canonical_gf match,data/results/band_products/FeI_5002_6910_iag_fts_solar_atlas_solar_iag_SYNTH_GRADED_synth-1D-LTE-gerber_lines.csv
Fe-050,I,VIS,iag_fts_solar_atlas,solar_iag,GRADED,GRADED,SYNTH,synth-1D-LTE-gerber,7.492,43,5554.894,7.388,4.549,-0.27,unique canonical_gf match,data/results/band_products/FeI_5002_6910_iag_fts_solar_atlas_solar_iag_SYNTH_GRADED_synth-1D-LTE-gerber_lines.csv
Fe-050,I,VIS,iag_fts_solar_atlas,solar_iag,GRADED,GRADED,SYNTH,synth-1D-LTE-gerber,7.492,43,5563.6,7.423,4.191,-0.75,unique canonical_gf match,data/results/band_products/FeI_5002_6910_iag_fts_solar_atlas_solar_iag_SYNTH_GRADED_synth-1D-LTE-gerber_lines.csv
Fe-050,I,VIS,iag_fts_solar_atlas,solar_iag,GRADED,GRADED,SYNTH,synth-1D-LTE-gerber,7.492,43,5573.102,7.478,4.191,-1.29,unique canonical_gf match,data/results/band_products/FeI_5002_6910_iag_fts_solar_atlas_solar_iag_SYNTH_GRADED_synth-1D-LTE-gerber_lines.csv
Fe-050,I,VIS,iag_fts_solar_atlas,solar_iag,GRADED,GRADED,SYNTH,synth-1D-LTE-gerber,7.492,43,5602.767,7.557,4.154,-0.95,unique canonical_gf match,data/results/band_products/FeI_5002_6910_iag_fts_solar_atlas_solar_iag_SYNTH_GRADED_synth-1D-LTE-gerber_lines.csv
Fe-050,I,VIS,iag_fts_solar_atlas,solar_iag,GRADED,GRADED,SYNTH,synth-1D-LTE-gerber,7.492,43,5618.632,7.417,4.209,-1.25,unique canonical_gf match,data/results/band_products/FeI_5002_6910_iag_fts_solar_atlas_solar_iag_SYNTH_GRADED_synth-1D-LTE-gerber_lines.csv
Fe-050,I,VIS,iag_fts_solar_atlas,solar_iag,GRADED,GRADED,SYNTH,synth-1D-LTE-gerber,7.492,43,5638.262,7.456,4.22,-0.72,unique canonical_gf match,data/results/band_products/FeI_5002_6910_iag_fts_solar_atlas_solar_iag_SYNTH_GRADED_synth-1D-LTE-gerber_lines.csv
Fe-050,I,VIS,iag_fts_solar_atlas,solar_iag,GRADED,GRADED,SYNTH,synth-1D-LTE-gerber,7.492,43,5658.532,7.412,3.43,-1.85,unique canonical_gf match,data/results/band_products/FeI_5002_6910_iag_fts_solar_atlas_solar_iag_SYNTH_GRADED_synth-1D-LTE-gerber_lines.csv
Fe-050,I,VIS,iag_fts_solar_atlas,solar_iag,GRADED,GRADED,SYNTH,synth-1D-LTE-gerber,7.492,43,5705.992,7.552,4.608,-0.46,unique canonical_gf match,data/results/band_products/FeI_5002_6910_iag_fts_solar_atlas_solar_iag_SYNTH_GRADED_synth-1D-LTE-gerber_lines.csv
Fe-050,I,VIS,iag_fts_solar_atlas,solar_iag,GRADED,GRADED,SYNTH,synth-1D-LTE-gerber,7.492,43,5712.131,7.48,3.417,-2.01,unique canonical_gf match,data/results/band_products/FeI_5002_6910_iag_fts_solar_atlas_solar_iag_SYNTH_GRADED_synth-1D-LTE-gerber_lines.csv
Fe-050,I,VIS,iag_fts_solar_atlas,solar_iag,GRADED,GRADED,SYNTH,synth-1D-LTE-gerber,7.492,43,5717.833,7.524,4.284,-0.96,unique canonical_gf match,data/results/band_products/FeI_5002_6910_iag_fts_solar_atlas_solar_iag_SYNTH_GRADED_synth-1D-LTE-gerber_lines.csv
Fe-050,I,VIS,iag_fts_solar_atlas,solar_iag,GRADED,GRADED,SYNTH,synth-1D-LTE-gerber,7.492,43,5753.122,7.516,4.26,-0.62,unique canonical_gf match,data/results/band_products/FeI_5002_6910_iag_fts_solar_atlas_solar_iag_SYNTH_GRADED_synth-1D-LTE-gerber_lines.csv
Fe-050,I,VIS,iag_fts_solar_atlas,solar_iag,GRADED,GRADED,SYNTH,synth-1D-LTE-gerber,7.492,43,5775.081,7.528,4.22,-1.08,unique canonical_gf match,data/results/band_products/FeI_5002_6910_iag_fts_solar_atlas_solar_iag_SYNTH_GRADED_synth-1D-LTE-gerber_lines.csv
Fe-050,I,VIS,iag_fts_solar_atlas,solar_iag,GRADED,GRADED,SYNTH,synth-1D-LTE-gerber,7.492,43,5784.658,7.606,3.397,-2.67,unique canonical_gf match,data/results/band_products/FeI_5002_6910_iag_fts_solar_atlas_solar_iag_SYNTH_GRADED_synth-1D-LTE-gerber_lines.csv
Fe-050,I,VIS,iag_fts_solar_atlas,solar_iag,GRADED,GRADED,SYNTH,synth-1D-LTE-gerber,7.492,43,6003.011,7.643,3.882,-1.1,unique canonical_gf match,data/results/band_products/FeI_5002_6910_iag_fts_solar_atlas_solar_iag_SYNTH_GRADED_synth-1D-LTE-gerber_lines.csv
Fe-050,I,VIS,iag_fts_solar_atlas,solar_iag,GRADED,GRADED,SYNTH,synth-1D-LTE-gerber,7.492,43,6008.556,7.552,3.884,-0.98,unique canonical_gf match,data/results/band_products/FeI_5002_6910_iag_fts_solar_atlas_solar_iag_SYNTH_GRADED_synth-1D-LTE-gerber_lines.csv
Fe-050,I,VIS,iag_fts_solar_atlas,solar_iag,GRADED,GRADED,SYNTH,synth-1D-LTE-gerber,7.492,43,6056.005,7.4,4.733,-0.32,unique canonical_gf match,data/results/band_products/FeI_5002_6910_iag_fts_solar_atlas_solar_iag_SYNTH_GRADED_synth-1D-LTE-gerber_lines.csv
Fe-050,I,VIS,iag_fts_solar_atlas,solar_iag,GRADED,GRADED,SYNTH,synth-1D-LTE-gerber,7.492,43,6141.731,7.931,3.603,-1.46,unique canonical_gf match,data/results/band_products/FeI_5002_6910_iag_fts_solar_atlas_solar_iag_SYNTH_GRADED_synth-1D-LTE-gerber_lines.csv
Fe-050,I,VIS,iag_fts_solar_atlas,solar_iag,GRADED,GRADED,SYNTH,synth-1D-LTE-gerber,7.492,43,6232.64,7.515,3.654,-1.24,unique canonical_gf match,data/results/band_products/FeI_5002_6910_iag_fts_solar_atlas_solar_iag_SYNTH_GRADED_synth-1D-LTE-gerber_lines.csv
Fe-050,I,VIS,iag_fts_solar_atlas,solar_iag,GRADED,GRADED,SYNTH,synth-1D-LTE-gerber,7.492,43,6315.811,7.407,4.076,-1.63,unique canonical_gf match,data/results/band_products/FeI_5002_6910_iag_fts_solar_atlas_solar_iag_SYNTH_GRADED_synth-1D-LTE-gerber_lines.csv
Fe-050,I,VIS,iag_fts_solar_atlas,solar_iag,GRADED,GRADED,SYNTH,synth-1D-LTE-gerber,7.492,43,6336.823,7.522,3.686,-0.85,unique canonical_gf match,data/results/band_products/FeI_5002_6910_iag_fts_solar_atlas_solar_iag_SYNTH_GRADED_synth-1D-LTE-gerber_lines.csv
Fe-050,I,VIS,iag_fts_solar_atlas,solar_iag,GRADED,GRADED,SYNTH,synth-1D-LTE-gerber,7.492,43,6408.017,7.508,3.686,-0.99,unique canonical_gf match,data/results/band_products/FeI_5002_6910_iag_fts_solar_atlas_solar_iag_SYNTH_GRADED_synth-1D-LTE-gerber_lines.csv
Fe-050,I,VIS,iag_fts_solar_atlas,solar_iag,GRADED,GRADED,SYNTH,synth-1D-LTE-gerber,7.492,43,6627.544,7.615,4.549,-1.59,unique canonical_gf match,data/results/band_products/FeI_5002_6910_iag_fts_solar_atlas_solar_iag_SYNTH_GRADED_synth-1D-LTE-gerber_lines.csv
Fe-050,I,VIS,iag_fts_solar_atlas,solar_iag,GRADED,GRADED,SYNTH,synth-1D-LTE-gerber,7.492,43,6663.231,7.426,4.559,-1.2,unique canonical_gf match,data/results/band_products/FeI_5002_6910_iag_fts_solar_atlas_solar_iag_SYNTH_GRADED_synth-1D-LTE-gerber_lines.csv
Fe-050,I,VIS,iag_fts_solar_atlas,solar_iag,GRADED,GRADED,SYNTH,synth-1D-LTE-gerber,7.492,43,6705.101,7.332,4.607,-0.87,unique canonical_gf match,data/results/band_products/FeI_5002_6910_iag_fts_solar_atlas_solar_iag_SYNTH_GRADED_synth-1D-LTE-gerber_lines.csv
Fe-050,I,VIS,iag_fts_solar_atlas,solar_iag,GRADED,GRADED,SYNTH,synth-1D-LTE-gerber,7.492,43,6725.356,7.412,4.103,-2.1,unique canonical_gf match,data/results/band_products/FeI_5002_6910_iag_fts_solar_atlas_solar_iag_SYNTH_GRADED_synth-1D-LTE-gerber_lines.csv
Fe-050,I,VIS,iag_fts_solar_atlas,solar_iag,GRADED,GRADED,SYNTH,synth-1D-LTE-gerber,7.492,43,6841.339,7.262,4.607,-0.49,unique canonical_gf match,data/results/band_products/FeI_5002_6910_iag_fts_solar_atlas_solar_iag_SYNTH_GRADED_synth-1D-LTE-gerber_lines.csv
Fe-050,I,VIS,iag_fts_solar_atlas,solar_iag,GRADED,GRADED,SYNTH,synth-1D-LTE-gerber,7.492,43,6843.655,7.441,4.549,-0.73,unique canonical_gf match,data/results/band_products/FeI_5002_6910_iag_fts_solar_atlas_solar_iag_SYNTH_GRADED_synth-1D-LTE-gerber_lines.csv
Fe-050,I,VIS,iag_fts_solar_atlas,solar_iag,GRADED,GRADED,SYNTH,synth-1D-LTE-gerber,7.492,43,6855.161,7.5,4.559,-0.49,unique canonical_gf match,data/results/band_products/FeI_5002_6910_iag_fts_solar_atlas_solar_iag_SYNTH_GRADED_synth-1D-LTE-gerber_lines.csv
Fe-050,I,VIS,iag_fts_solar_atlas,solar_iag,GRADED,GRADED,SYNTH,synth-1D-LTE-gerber,7.492,43,6858.148,7.466,4.608,-0.9,unique canonical_gf match,data/results/band_products/FeI_5002_6910_iag_fts_solar_atlas_solar_iag_SYNTH_GRADED_synth-1D-LTE-gerber_lines.csv
Fe-057,I,VIS,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,GRADED,SYNTH,1D-LTE,7.442,67,4289.08,7.445,3.368,-1.17,unique canonical_gf match,data/results/band_products/FeI_4200_6910_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_GRADED_1D-LTE_lines.csv
Fe-057,I,VIS,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,GRADED,SYNTH,1D-LTE,7.442,67,4372.982,7.325,3.017,-2.4,unique canonical_gf match,data/results/band_products/FeI_4200_6910_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_GRADED_1D-LTE_lines.csv
Fe-057,I,VIS,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,GRADED,SYNTH,1D-LTE,7.442,67,4488.906,7.389,3.654,-1.72,unique canonical_gf match,data/results/band_products/FeI_4200_6910_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_GRADED_1D-LTE_lines.csv
Fe-057,I,VIS,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,GRADED,SYNTH,1D-LTE,7.442,67,4495.391,7.097,2.885,-3.39,unique canonical_gf match,data/results/band_products/FeI_4200_6910_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_GRADED_1D-LTE_lines.csv
Fe-057,I,VIS,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,GRADED,SYNTH,1D-LTE,7.442,67,4531.636,7.447,3.634,-1.95,unique canonical_gf match,data/results/band_products/FeI_4200_6910_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_GRADED_1D-LTE_lines.csv
Fe-057,I,VIS,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,GRADED,SYNTH,1D-LTE,7.442,67,4554.451,7.272,2.865,-2.81,unique canonical_gf match,data/results/band_products/FeI_4200_6910_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_GRADED_1D-LTE_lines.csv
Fe-057,I,VIS,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,GRADED,SYNTH,1D-LTE,7.442,67,4565.662,7.327,3.241,-2.17,unique canonical_gf match,data/results/band_products/FeI_4200_6910_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_GRADED_1D-LTE_lines.csv
Fe-057,I,VIS,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,GRADED,SYNTH,1D-LTE,7.442,67,4574.216,7.507,3.211,-2.35,unique canonical_gf match,data/results/band_products/FeI_4200_6910_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_GRADED_1D-LTE_lines.csv
Fe-057,I,VIS,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,GRADED,SYNTH,1D-LTE,7.442,67,4611.184,7.102,2.851,-2.62,unique canonical_gf match,data/results/band_products/FeI_4200_6910_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_GRADED_1D-LTE_lines.csv
Fe-057,I,VIS,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,GRADED,SYNTH,1D-LTE,7.442,67,4708.968,7.588,3.64,-2.07,unique canonical_gf match,data/results/band_products/FeI_4200_6910_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_GRADED_1D-LTE_lines.csv
Fe-057,I,VIS,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,GRADED,SYNTH,1D-LTE,7.442,67,4720.962,7.395,4.154,-1.86,unique canonical_gf match,data/results/band_products/FeI_4200_6910_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_GRADED_1D-LTE_lines.csv
Fe-057,I,VIS,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,GRADED,SYNTH,1D-LTE,7.442,67,4726.137,7.251,2.998,-2.89,unique canonical_gf match,data/results/band_products/FeI_4200_6910_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_GRADED_1D-LTE_lines.csv
Fe-057,I,VIS,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,GRADED,SYNTH,1D-LTE,7.442,67,4741.069,7.446,3.332,-2.4,unique canonical_gf match,data/results/band_products/FeI_4200_6910_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_GRADED_1D-LTE_lines.csv
Fe-057,I,VIS,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,GRADED,SYNTH,1D-LTE,7.442,67,4787.827,7.546,2.998,-2.62,unique canonical_gf match,data/results/band_products/FeI_4200_6910_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_GRADED_1D-LTE_lines.csv
Fe-057,I,VIS,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,GRADED,SYNTH,1D-LTE,7.442,67,4807.708,7.578,3.368,-2.15,unique canonical_gf match,data/results/band_products/FeI_4200_6910_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_GRADED_1D-LTE_lines.csv
Fe-057,I,VIS,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,GRADED,SYNTH,1D-LTE,7.442,67,4860.978,7.815,3.397,-2.33,unique canonical_gf match,data/results/band_products/FeI_4200_6910_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_GRADED_1D-LTE_lines.csv
Fe-057,I,VIS,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,GRADED,SYNTH,1D-LTE,7.442,67,4875.877,7.536,3.332,-1.9,unique canonical_gf match,data/results/band_products/FeI_4200_6910_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_GRADED_1D-LTE_lines.csv
Fe-057,I,VIS,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,GRADED,SYNTH,1D-LTE,7.442,67,4896.439,7.541,3.884,-1.89,unique canonical_gf match,data/results/band_products/FeI_4200_6910_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_GRADED_1D-LTE_lines.csv
Fe-057,I,VIS,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,GRADED,SYNTH,1D-LTE,7.442,67,4905.133,7.287,3.929,-1.73,unique canonical_gf match,data/results/band_products/FeI_4200_6910_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_GRADED_1D-LTE_lines.csv
Fe-057,I,VIS,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,GRADED,SYNTH,1D-LTE,7.442,67,4907.732,7.336,3.43,-1.7,unique canonical_gf match,data/results/band_products/FeI_4200_6910_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_GRADED_1D-LTE_lines.csv
Fe-057,I,VIS,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,GRADED,SYNTH,1D-LTE,7.442,67,4911.529,7.596,4.256,-1.84,unique canonical_gf match,data/results/band_products/FeI_4200_6910_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_GRADED_1D-LTE_lines.csv
Fe-057,I,VIS,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,GRADED,SYNTH,1D-LTE,7.442,67,4911.779,7.598,3.929,-1.75,unique canonical_gf match,data/results/band_products/FeI_4200_6910_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_GRADED_1D-LTE_lines.csv
Fe-057,I,VIS,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,GRADED,SYNTH,1D-LTE,7.442,67,4933.873,7.365,3.943,-1.56,unique canonical_gf match,data/results/band_products/FeI_4200_6910_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_GRADED_1D-LTE_lines.csv
Fe-057,I,VIS,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,GRADED,SYNTH,1D-LTE,7.442,67,4934.084,7.286,3.301,-2.39,unique canonical_gf match,data/results/band_products/FeI_4200_6910_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_GRADED_1D-LTE_lines.csv
Fe-057,I,VIS,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,GRADED,SYNTH,1D-LTE,7.442,67,5023.498,7.546,4.313,-1.67,unique canonical_gf match,data/results/band_products/FeI_4200_6910_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_GRADED_1D-LTE_lines.csv
Fe-057,I,VIS,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,GRADED,SYNTH,1D-LTE,7.442,67,5099.077,7.442,3.984,-1.39,unique canonical_gf match,data/results/band_products/FeI_4200_6910_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_GRADED_1D-LTE_lines.csv
Fe-057,I,VIS,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,GRADED,SYNTH,1D-LTE,7.442,67,5129.631,7.576,3.943,-1.67,unique canonical_gf match,data/results/band_products/FeI_4200_6910_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_GRADED_1D-LTE_lines.csv
Fe-057,I,VIS,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,GRADED,SYNTH,1D-LTE,7.442,67,5285.127,7.613,4.435,-1.66,unique canonical_gf match,data/results/band_products/FeI_4200_6910_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_GRADED_1D-LTE_lines.csv
Fe-057,I,VIS,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,GRADED,SYNTH,1D-LTE,7.442,67,5288.525,7.326,3.695,-1.49,unique canonical_gf match,data/results/band_products/FeI_4200_6910_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_GRADED_1D-LTE_lines.csv
Fe-057,I,VIS,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,GRADED,SYNTH,1D-LTE,7.442,67,5373.709,7.416,4.473,-0.71,unique canonical_gf match,data/results/band_products/FeI_4200_6910_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_GRADED_1D-LTE_lines.csv
Fe-057,I,VIS,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,GRADED,SYNTH,1D-LTE,7.442,67,5379.574,7.432,3.695,-1.42,unique canonical_gf match,data/results/band_products/FeI_4200_6910_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_GRADED_1D-LTE_lines.csv
Fe-057,I,VIS,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,GRADED,SYNTH,1D-LTE,7.442,67,5403.822,7.256,4.076,-0.98,unique canonical_gf match,data/results/band_products/FeI_4200_6910_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_GRADED_1D-LTE_lines.csv
Fe-057,I,VIS,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,GRADED,SYNTH,1D-LTE,7.442,67,5473.9,7.508,4.154,-0.72,unique canonical_gf match,data/results/band_products/FeI_4200_6910_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_GRADED_1D-LTE_lines.csv
Fe-057,I,VIS,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,GRADED,SYNTH,1D-LTE,7.442,67,5481.438,7.561,4.191,-1.33,unique canonical_gf match,data/results/band_products/FeI_4200_6910_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_GRADED_1D-LTE_lines.csv
Fe-057,I,VIS,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,GRADED,SYNTH,1D-LTE,7.442,67,5483.099,7.462,4.154,-1.39,unique canonical_gf match,data/results/band_products/FeI_4200_6910_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_GRADED_1D-LTE_lines.csv
Fe-057,I,VIS,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,GRADED,SYNTH,1D-LTE,7.442,67,5493.499,6.838,4.103,-1.48,unique canonical_gf match,data/results/band_products/FeI_4200_6910_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_GRADED_1D-LTE_lines.csv
Fe-057,I,VIS,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,GRADED,SYNTH,1D-LTE,7.442,67,5532.747,7.137,3.573,-1.89,unique canonical_gf match,data/results/band_products/FeI_4200_6910_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_GRADED_1D-LTE_lines.csv
Fe-057,I,VIS,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,GRADED,SYNTH,1D-LTE,7.442,67,5538.516,7.497,4.218,-1.54,unique canonical_gf match,data/results/band_products/FeI_4200_6910_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_GRADED_1D-LTE_lines.csv
Fe-057,I,VIS,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,GRADED,SYNTH,1D-LTE,7.442,67,5554.894,7.347,4.549,-0.27,unique canonical_gf match,data/results/band_products/FeI_4200_6910_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_GRADED_1D-LTE_lines.csv
Fe-057,I,VIS,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,GRADED,SYNTH,1D-LTE,7.442,67,5563.6,7.398,4.191,-0.75,unique canonical_gf match,data/results/band_products/FeI_4200_6910_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_GRADED_1D-LTE_lines.csv
Fe-057,I,VIS,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,GRADED,SYNTH,1D-LTE,7.442,67,5573.102,7.438,4.191,-1.29,unique canonical_gf match,data/results/band_products/FeI_4200_6910_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_GRADED_1D-LTE_lines.csv
Fe-057,I,VIS,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,GRADED,SYNTH,1D-LTE,7.442,67,5602.767,7.527,4.154,-0.95,unique canonical_gf match,data/results/band_products/FeI_4200_6910_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_GRADED_1D-LTE_lines.csv
Fe-057,I,VIS,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,GRADED,SYNTH,1D-LTE,7.442,67,5618.632,7.39,4.209,-1.25,unique canonical_gf match,data/results/band_products/FeI_4200_6910_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_GRADED_1D-LTE_lines.csv
Fe-057,I,VIS,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,GRADED,SYNTH,1D-LTE,7.442,67,5638.262,7.436,4.22,-0.72,unique canonical_gf match,data/results/band_products/FeI_4200_6910_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_GRADED_1D-LTE_lines.csv
Fe-057,I,VIS,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,GRADED,SYNTH,1D-LTE,7.442,67,5658.532,7.388,3.43,-1.85,unique canonical_gf match,data/results/band_products/FeI_4200_6910_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_GRADED_1D-LTE_lines.csv
Fe-057,I,VIS,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,GRADED,SYNTH,1D-LTE,7.442,67,5705.992,7.506,4.608,-0.46,unique canonical_gf match,data/results/band_products/FeI_4200_6910_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_GRADED_1D-LTE_lines.csv
Fe-057,I,VIS,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,GRADED,SYNTH,1D-LTE,7.442,67,5712.131,7.421,3.417,-2.01,unique canonical_gf match,data/results/band_products/FeI_4200_6910_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_GRADED_1D-LTE_lines.csv
Fe-057,I,VIS,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,GRADED,SYNTH,1D-LTE,7.442,67,5717.833,7.479,4.284,-0.96,unique canonical_gf match,data/results/band_products/FeI_4200_6910_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_GRADED_1D-LTE_lines.csv
Fe-057,I,VIS,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,GRADED,SYNTH,1D-LTE,7.442,67,5753.122,7.45,4.26,-0.62,unique canonical_gf match,data/results/band_products/FeI_4200_6910_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_GRADED_1D-LTE_lines.csv
Fe-057,I,VIS,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,GRADED,SYNTH,1D-LTE,7.442,67,5775.081,7.49,4.22,-1.08,unique canonical_gf match,data/results/band_products/FeI_4200_6910_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_GRADED_1D-LTE_lines.csv
Fe-057,I,VIS,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,GRADED,SYNTH,1D-LTE,7.442,67,5784.658,7.556,3.397,-2.67,unique canonical_gf match,data/results/band_products/FeI_4200_6910_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_GRADED_1D-LTE_lines.csv
Fe-057,I,VIS,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,GRADED,SYNTH,1D-LTE,7.442,67,6003.011,7.606,3.882,-1.1,unique canonical_gf match,data/results/band_products/FeI_4200_6910_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_GRADED_1D-LTE_lines.csv
Fe-057,I,VIS,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,GRADED,SYNTH,1D-LTE,7.442,67,6008.556,7.615,3.884,-0.98,unique canonical_gf match,data/results/band_products/FeI_4200_6910_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_GRADED_1D-LTE_lines.csv
