# RYA-489 Section 6 replication-grade per-line data product
# Every value below is PROJECTED from a committed artifact; this
# file measures nothing. Regenerate with the generator named below.
# star: solar
# element: Fe
# Teff: 5772.0
# log_g: 4.438
# Fe_H: 0.0
# xi_microturb: 1.0
# params_source: GBS: Heiter+2015 (Teff/logg), Jofré+2014 ([Fe/H], ξ)
# reference_stack: py3.12 + numpy 2.x (RYA-517 reference stack)
# damping_source: synthesis
# replication_grade: yes
# gold_version: Fe_I=v5
# commit_sha: 5e22b3d06f6c8899d683b187d52664e6a0519e64
# input_commit: 5e22b3d06f6c8899d683b187d52664e6a0519e64
# litscan_anchor: best_external Amarsi et al. 2021 (A&A 653, A141) sigma_ext 0.04
# generated_utc: 2026-09-24T19:24:31+00:00
# generator_script: scripts/generate_perline_product.py
# invocation: ISPEC_DIR=/mnt/codex-data/engines/ispec_src ~/venv_rya1103/bin/python scripts/generate_perline_product.py --star solar --element Fe --damping-source synthesis   # Sirius: the GES damping needs iSpec
# sources: damping_source=synthesis; replication_grade=yes; linelist=linelist_solar.csv; canonical_gf=canonical_gf.csv; problem_children=problem_children.csv
# discovery: FEED-DRIVEN (RYA-1229): every published product in data/products/solar/Fe.json, resolved to its own per-line artifact through `provenance.copied_to` and gated on n_lines value-equality
# products_published: 160
# products_with_perline_evidence: 139
# products_unresolved: 21
#
# appendix_species: Fe I
# website_export: species-specific subset; source rows are unchanged
element,ion,wavelength_air_A,excitation_potential_eV,log_gf,gf_source,gf_grade,gf_sigma_dex,damping_rad,damping_stark,damping_vdW,damping_form,hfs_isotope_note,band,holding,tier,selector,route,treatment,instrument,arm,method,ew_mA,reduced_ew,red_chi2,sigma_A_dex,sigma_A_basis,engine,scale,A_X_line,status,reason_code,reason_note
Fe,I,9119.97,4.283,-2.62,PRIMARY LAB DenHartog2014,ungraded,0.12,8.38,-5.38,-7.54,classical log gamma,HFS components in canonical_gf: 1,red-optical,solar_kpno_kurucz2005_corrected,REFERENCE,REFERENCE,SYNTH,ENGINE-A,kpno_solar_atlas,red-optical,ew_integration,,,51.573,,"no chi2 surface on this route — EW inversion, see ew_mA for the measured quantity",ENGINE-A,1D-LTE,,excluded,DERIVER_EXCLUDED,"ENGINE-A-NOT-SERVED: the registered source returns no usable delta_nlte for this line (absent, nan, or a placeholder zero). Reduced coverage, not a failed correction."
Fe,I,9147.957,5.064,-0.87,PRIMARY LAB Ruffoni2014,ungraded,0.03,8.84,-5.34,-7.53,classical log gamma,HFS components in canonical_gf: 1,red-optical,solar_kpno_kurucz2005_corrected,REFERENCE,REFERENCE,SYNTH,ENGINE-A,kpno_solar_atlas,red-optical,ew_integration,,,38.199,,"no chi2 surface on this route — EW inversion, see ew_mA for the measured quantity",ENGINE-A,1D-LTE,,excluded,DERIVER_EXCLUDED,"ENGINE-A-NOT-SERVED: the registered source returns no usable delta_nlte for this line (absent, nan, or a placeholder zero). Reduced coverage, not a failed correction."
Fe,I,9163.982,5.1,-1.57,PRIMARY LAB Ruffoni2014,ungraded,0.06,8.87,-5.46,-7.57,classical log gamma,HFS components in canonical_gf: 1,red-optical,solar_kpno_kurucz2005_corrected,REFERENCE,REFERENCE,SYNTH,ENGINE-A,kpno_solar_atlas,red-optical,ew_integration,,,50.105,,"no chi2 surface on this route — EW inversion, see ew_mA for the measured quantity",ENGINE-A,1D-LTE,,excluded,DERIVER_EXCLUDED,"ENGINE-A-NOT-SERVED: the registered source returns no usable delta_nlte for this line (absent, nan, or a placeholder zero). Reduced coverage, not a failed correction."
Fe,I,9164.57,4.913,-1.18,PRIMARY LAB DenHartog2014,ungraded,0.04,8.78,-5.33,-7.55,classical log gamma,HFS components in canonical_gf: 1,red-optical,solar_kpno_kurucz2005_corrected,REFERENCE,REFERENCE,SYNTH,ENGINE-A,kpno_solar_atlas,red-optical,ew_integration,,,50.006,,"no chi2 surface on this route — EW inversion, see ew_mA for the measured quantity",ENGINE-A,1D-LTE,,excluded,DERIVER_EXCLUDED,"ENGINE-A-NOT-SERVED: the registered source returns no usable delta_nlte for this line (absent, nan, or a placeholder zero). Reduced coverage, not a failed correction."
Fe,I,9173.675,5.064,-1.11,PRIMARY LAB DenHartog2014,ungraded,0.03,8.87,-5.57,-7.57,classical log gamma,HFS components in canonical_gf: 1,red-optical,solar_kpno_kurucz2005_corrected,REFERENCE,REFERENCE,SYNTH,ENGINE-A,kpno_solar_atlas,red-optical,ew_integration,,,54.961,,"no chi2 surface on this route — EW inversion, see ew_mA for the measured quantity",ENGINE-A,1D-LTE,7.59,in_aggregate,,
Fe,I,6916.68,4.154,-1.28,PRIMARY LAB Ruffoni2014,ungraded,0.03,8.41,-5.38,901.243,ABO packed sigma.alpha,HFS components in canonical_gf: 1,red-optical,solar_kpno_kurucz2005_corrected,REFERENCE,REFERENCE,SYNTH,ENGINE-B-NLTE,kpno_solar_atlas,red-optical,synthesis_fit,,,30.995,0.0555760604513684,"chi2 curvature at the minimum, rescaled to red_chi2==1 (RYA-847/848)",ENGINE-B-NLTE,1D-NLTE,7.526,in_aggregate,,
Fe,I,6977.429,4.593,-1.42,PRIMARY LAB Belmonte2017,ungraded,0.05,7.72,-6.15,-7.81,classical log gamma,HFS components in canonical_gf: 1,red-optical,solar_kpno_kurucz2005_corrected,REFERENCE,REFERENCE,SYNTH,ENGINE-B-NLTE,kpno_solar_atlas,red-optical,synthesis_fit,,,44.607,0.072407697278733,"chi2 curvature at the minimum, rescaled to red_chi2==1 (RYA-847/848)",ENGINE-B-NLTE,1D-NLTE,7.429,in_aggregate,,
Fe,I,6999.883,4.103,-1.38,PRIMARY LAB Ruffoni2014,ungraded,0.03,8.78,-5.44,-7.66,classical log gamma,HFS components in canonical_gf: 1,red-optical,solar_kpno_kurucz2005_corrected,REFERENCE,REFERENCE,SYNTH,ENGINE-B-NLTE,kpno_solar_atlas,red-optical,synthesis_fit,,,48.957,0.0680075075533031,"chi2 curvature at the minimum, rescaled to red_chi2==1 (RYA-847/848)",ENGINE-B-NLTE,1D-NLTE,7.588,in_aggregate,,
Fe,I,7007.966,4.178,-1.77,PRIMARY LAB Ruffoni2014,ungraded,0.04,8.3,-5.38,903.244,ABO packed sigma.alpha,HFS components in canonical_gf: 1,red-optical,solar_kpno_kurucz2005_corrected,REFERENCE,REFERENCE,SYNTH,ENGINE-B-NLTE,kpno_solar_atlas,red-optical,synthesis_fit,,,17.669,0.0479888831638718,"chi2 curvature at the minimum, rescaled to red_chi2==1 (RYA-847/848)",ENGINE-B-NLTE,1D-NLTE,7.435,in_aggregate,,
Fe,I,7016.39,4.154,-1.07,PRIMARY LAB DenHartog2014,ungraded,0.03,8.42,-5.36,881.243,ABO packed sigma.alpha,HFS components in canonical_gf: 1,red-optical,solar_kpno_kurucz2005_corrected,REFERENCE,REFERENCE,SYNTH,ENGINE-B-NLTE,kpno_solar_atlas,red-optical,synthesis_fit,,,54.808,0.0539447452752618,"chi2 curvature at the minimum, rescaled to red_chi2==1 (RYA-847/848)",ENGINE-B-NLTE,1D-NLTE,7.535,in_aggregate,,
Fe,I,7022.952,4.191,-1.05,PRIMARY LAB DenHartog2014,ungraded,0.03,8.41,-5.31,912.245,ABO packed sigma.alpha,HFS components in canonical_gf: 1,red-optical,solar_kpno_kurucz2005_corrected,REFERENCE,REFERENCE,SYNTH,ENGINE-B-NLTE,kpno_solar_atlas,red-optical,synthesis_fit,,,16.312,0.0390641303408797,"chi2 curvature at the minimum, rescaled to red_chi2==1 (RYA-847/848)",ENGINE-B-NLTE,1D-NLTE,7.479,in_aggregate,,
Fe,I,7071.86,4.607,-1.17,PRIMARY LAB Ruffoni2014,ungraded,0.13,8.5,-5.29,729.273,ABO packed sigma.alpha,HFS components in canonical_gf: 1,red-optical,solar_kpno_kurucz2005_corrected,REFERENCE,REFERENCE,SYNTH,ENGINE-B-NLTE,kpno_solar_atlas,red-optical,synthesis_fit,,,81.183,0.2340804308431076,"chi2 curvature at the minimum, rescaled to red_chi2==1 (RYA-847/848)",ENGINE-B-NLTE,1D-NLTE,6.774,in_aggregate,,
Fe,I,7130.921,4.218,-0.69,PRIMARY LAB DenHartog2014,ungraded,0.02,8.42,-5.31,914.246,ABO packed sigma.alpha,HFS components in canonical_gf: 1,red-optical,solar_kpno_kurucz2005_corrected,REFERENCE,REFERENCE,SYNTH,ENGINE-B-NLTE,kpno_solar_atlas,red-optical,synthesis_fit,,,50.328,0.0774059930726826,"chi2 curvature at the minimum, rescaled to red_chi2==1 (RYA-847/848)",ENGINE-B-NLTE,1D-NLTE,7.512,in_aggregate,,
Fe,I,7164.448,4.191,-0.54,PRIMARY LAB DenHartog2014,ungraded,0.02,8.41,-5.36,-7.55,classical log gamma,HFS components in canonical_gf: 1,red-optical,solar_kpno_kurucz2005_corrected,REFERENCE,REFERENCE,SYNTH,ENGINE-B-NLTE,kpno_solar_atlas,red-optical,synthesis_fit,,,39.547,0.0706599645111182,"chi2 curvature at the minimum, rescaled to red_chi2==1 (RYA-847/848)",ENGINE-B-NLTE,1D-NLTE,7.457,in_aggregate,,
Fe,I,7175.921,4.559,-1.27,PRIMARY LAB DenHartog2014,ungraded,0.07,8.49,-5.86,-7.55,classical log gamma,HFS components in canonical_gf: 1,red-optical,solar_kpno_kurucz2005_corrected,REFERENCE,REFERENCE,SYNTH,ENGINE-B-NLTE,kpno_solar_atlas,red-optical,synthesis_fit,,,17.693,0.0361455850786479,"chi2 curvature at the minimum, rescaled to red_chi2==1 (RYA-847/848)",ENGINE-B-NLTE,1D-NLTE,7.447,in_aggregate,,
Fe,I,7181.194,4.22,-1.11,PRIMARY LAB Ruffoni2014,ungraded,0.03,8.3,-5.38,-7.54,classical log gamma,HFS components in canonical_gf: 1,red-optical,solar_kpno_kurucz2005_corrected,REFERENCE,REFERENCE,SYNTH,ENGINE-B-NLTE,kpno_solar_atlas,red-optical,synthesis_fit,,,50.914,0.0715482246327631,"chi2 curvature at the minimum, rescaled to red_chi2==1 (RYA-847/848)",ENGINE-B-NLTE,1D-NLTE,7.467,in_aggregate,,
Fe,I,7187.317,4.103,-0.09,PRIMARY LAB DenHartog2014,ungraded,0.02,8.41,-5.35,-7.55,classical log gamma,HFS components in canonical_gf: 1,red-optical,solar_kpno_kurucz2005_corrected,REFERENCE,REFERENCE,SYNTH,ENGINE-B-NLTE,kpno_solar_atlas,red-optical,synthesis_fit,,,36.186,0.0465824980069377,"chi2 curvature at the minimum, rescaled to red_chi2==1 (RYA-847/848)",ENGINE-B-NLTE,1D-NLTE,7.267,in_aggregate,,
Fe,I,7207.387,4.154,-0.31,PRIMARY LAB Ruffoni2014,ungraded,0.02,8.42,-5.27,-7.55,classical log gamma,HFS components in canonical_gf: 1,red-optical,solar_kpno_kurucz2005_corrected,REFERENCE,REFERENCE,SYNTH,ENGINE-B-NLTE,kpno_solar_atlas,red-optical,synthesis_fit,,,50.583,0.0493381012922222,"chi2 curvature at the minimum, rescaled to red_chi2==1 (RYA-847/848)",ENGINE-B-NLTE,1D-NLTE,7.524,in_aggregate,,
Fe,I,7219.682,4.076,-1.43,PRIMARY LAB Belmonte2017,ungraded,0.04,8.24,-5.75,-7.74,classical log gamma,HFS components in canonical_gf: 1,red-optical,solar_kpno_kurucz2005_corrected,REFERENCE,REFERENCE,SYNTH,ENGINE-B-NLTE,kpno_solar_atlas,red-optical,synthesis_fit,,,42.503,0.071068708892753,"chi2 curvature at the minimum, rescaled to red_chi2==1 (RYA-847/848)",ENGINE-B-NLTE,1D-NLTE,7.462,in_aggregate,,
Fe,I,7239.867,4.209,-1.34,PRIMARY LAB DenHartog2014,ungraded,0.11,7.84,-5.36,-7.55,classical log gamma,HFS components in canonical_gf: 1,red-optical,solar_kpno_kurucz2005_corrected,REFERENCE,REFERENCE,SYNTH,ENGINE-B-NLTE,kpno_solar_atlas,red-optical,synthesis_fit,,,46.906,0.070776413254591,"chi2 curvature at the minimum, rescaled to red_chi2==1 (RYA-847/848)",ENGINE-B-NLTE,1D-NLTE,7.584,in_aggregate,,
Fe,I,7288.736,4.22,-1.24,PRIMARY LAB DenHartog2014,ungraded,0.03,8.32,-5.36,-7.55,classical log gamma,HFS components in canonical_gf: 1,red-optical,solar_kpno_kurucz2005_corrected,REFERENCE,REFERENCE,SYNTH,ENGINE-B-NLTE,kpno_solar_atlas,red-optical,synthesis_fit,,,51.524,0.068824904790183,"chi2 curvature at the minimum, rescaled to red_chi2==1 (RYA-847/848)",ENGINE-B-NLTE,1D-NLTE,7.595,in_aggregate,,
Fe,I,7292.829,4.559,-1.16,PRIMARY LAB DenHartog2014,ungraded,0.06,8.59,-5.04,-7.54,classical log gamma,HFS components in canonical_gf: 1,red-optical,solar_kpno_kurucz2005_corrected,REFERENCE,REFERENCE,SYNTH,ENGINE-B-NLTE,kpno_solar_atlas,red-optical,synthesis_fit,,,22.546,0.0368090983559273,"chi2 curvature at the minimum, rescaled to red_chi2==1 (RYA-847/848)",ENGINE-B-NLTE,1D-NLTE,7.501,in_aggregate,,
Fe,I,7293.043,4.256,-0.96,PRIMARY LAB DenHartog2014,ungraded,0.03,8.32,-5.31,-7.55,classical log gamma,HFS components in canonical_gf: 1,red-optical,solar_kpno_kurucz2005_corrected,REFERENCE,REFERENCE,SYNTH,ENGINE-B-NLTE,kpno_solar_atlas,red-optical,synthesis_fit,,,48.089,0.0528986211623242,"chi2 curvature at the minimum, rescaled to red_chi2==1 (RYA-847/848)",ENGINE-B-NLTE,1D-NLTE,7.506,in_aggregate,,
Fe,I,7306.562,4.178,-1.43,PRIMARY LAB Ruffoni2014,ungraded,0.03,8.31,-5.27,846.244,ABO packed sigma.alpha,HFS components in canonical_gf: 1,red-optical,solar_kpno_kurucz2005_corrected,REFERENCE,REFERENCE,SYNTH,ENGINE-B-NLTE,kpno_solar_atlas,red-optical,synthesis_fit,,,47.259,0.0739735526654855,"chi2 curvature at the minimum, rescaled to red_chi2==1 (RYA-847/848)",ENGINE-B-NLTE,1D-NLTE,7.39,in_aggregate,,
Fe,I,7307.931,4.143,-1.15,PRIMARY LAB Belmonte2017,ungraded,0.03,7.61,-6.02,-7.81,classical log gamma,HFS components in canonical_gf: 1,red-optical,solar_kpno_kurucz2005_corrected,REFERENCE,REFERENCE,SYNTH,ENGINE-B-NLTE,kpno_solar_atlas,red-optical,synthesis_fit,,,49.472,0.062172434051805,"chi2 curvature at the minimum, rescaled to red_chi2==1 (RYA-847/848)",ENGINE-B-NLTE,1D-NLTE,7.406,in_aggregate,,
Fe,I,7333.56,4.256,-1.82,PRIMARY LAB Ruffoni2014,ungraded,0.05,8.3,-5.38,-7.54,classical log gamma,HFS components in canonical_gf: 1,red-optical,solar_kpno_kurucz2005_corrected,REFERENCE,REFERENCE,SYNTH,ENGINE-B-NLTE,kpno_solar_atlas,red-optical,synthesis_fit,,,45.799,0.0874975396180166,"chi2 curvature at the minimum, rescaled to red_chi2==1 (RYA-847/848)",ENGINE-B-NLTE,1D-NLTE,7.38,in_aggregate,,
Fe,I,7411.153,4.283,-0.43,PRIMARY LAB DenHartog2014,ungraded,0.02,8.32,-5.31,-7.55,classical log gamma,HFS components in canonical_gf: 1,red-optical,solar_kpno_kurucz2005_corrected,REFERENCE,REFERENCE,SYNTH,ENGINE-B-NLTE,kpno_solar_atlas,red-optical,synthesis_fit,,,48.217,0.0659150095941203,"chi2 curvature at the minimum, rescaled to red_chi2==1 (RYA-847/848)",ENGINE-B-NLTE,1D-NLTE,7.448,in_aggregate,,
Fe,I,7443.022,4.186,-1.64,PRIMARY LAB Belmonte2017,ungraded,0.06,7.53,-6.03,-7.81,classical log gamma,HFS components in canonical_gf: 1,red-optical,solar_kpno_kurucz2005_corrected,REFERENCE,REFERENCE,SYNTH,ENGINE-B-NLTE,kpno_solar_atlas,red-optical,synthesis_fit,,,46.485,0.0727776722095519,"chi2 curvature at the minimum, rescaled to red_chi2==1 (RYA-847/848)",ENGINE-B-NLTE,1D-NLTE,7.535,in_aggregate,,
Fe,I,7445.749,4.256,-0.23,PRIMARY LAB DenHartog2014,ungraded,0.02,8.32,-5.36,-7.55,classical log gamma,HFS components in canonical_gf: 1,red-optical,solar_kpno_kurucz2005_corrected,REFERENCE,REFERENCE,SYNTH,ENGINE-B-NLTE,kpno_solar_atlas,red-optical,synthesis_fit,,,76.217,0.0705520078489093,"chi2 curvature at the minimum, rescaled to red_chi2==1 (RYA-847/848)",ENGINE-B-NLTE,1D-NLTE,7.428,in_aggregate,,
Fe,I,7491.647,4.301,-1.06,PRIMARY LAB DenHartog2014,ungraded,0.03,8.32,-5.31,-7.55,classical log gamma,HFS components in canonical_gf: 1,red-optical,solar_kpno_kurucz2005_corrected,REFERENCE,REFERENCE,SYNTH,ENGINE-B-NLTE,kpno_solar_atlas,red-optical,synthesis_fit,,,87.646,0.0963600474820332,"chi2 curvature at the minimum, rescaled to red_chi2==1 (RYA-847/848)",ENGINE-B-NLTE,1D-NLTE,7.559,in_aggregate,,
Fe,I,7495.066,4.22,-0.1,PRIMARY LAB Ruffoni2014,ungraded,0.02,8.32,-5.27,-7.55,classical log gamma,HFS components in canonical_gf: 1,red-optical,solar_kpno_kurucz2005_corrected,REFERENCE,REFERENCE,SYNTH,ENGINE-B-NLTE,kpno_solar_atlas,red-optical,synthesis_fit,,,82.368,0.0631033275488089,"chi2 curvature at the minimum, rescaled to red_chi2==1 (RYA-847/848)",ENGINE-B-NLTE,1D-NLTE,7.502,in_aggregate,,
Fe,I,7511.019,4.178,0.12,PRIMARY LAB DenHartog2014,ungraded,0.02,8.31,-5.35,-7.55,classical log gamma,HFS components in canonical_gf: 1,red-optical,solar_kpno_kurucz2005_corrected,REFERENCE,REFERENCE,SYNTH,ENGINE-B-NLTE,kpno_solar_atlas,red-optical,synthesis_fit,,,48.03,0.0509689775531089,"chi2 curvature at the minimum, rescaled to red_chi2==1 (RYA-847/848)",ENGINE-B-NLTE,1D-NLTE,7.392,in_aggregate,,
Fe,I,7568.899,4.283,-0.88,PRIMARY LAB DenHartog2014,ungraded,0.03,8.32,-5.36,-7.55,classical log gamma,HFS components in canonical_gf: 1,red-optical,solar_kpno_kurucz2005_corrected,REFERENCE,REFERENCE,SYNTH,ENGINE-B-NLTE,kpno_solar_atlas,red-optical,synthesis_fit,,,47.108,0.0680918621326365,"chi2 curvature at the minimum, rescaled to red_chi2==1 (RYA-847/848)",ENGINE-B-NLTE,1D-NLTE,7.499,in_aggregate,,
Fe,I,7586.018,4.313,-0.27,PRIMARY LAB Ruffoni2014,ungraded,0.02,8.2,-5.38,-7.54,classical log gamma,HFS components in canonical_gf: 1,red-optical,solar_kpno_kurucz2005_corrected,REFERENCE,REFERENCE,SYNTH,ENGINE-B-NLTE,kpno_solar_atlas,red-optical,synthesis_fit,,,49.066,0.0642487903652521,"chi2 curvature at the minimum, rescaled to red_chi2==1 (RYA-847/848)",ENGINE-B-NLTE,1D-NLTE,7.465,in_aggregate,,
Fe,I,7620.513,4.733,-0.54,PRIMARY LAB Ruffoni2014,ungraded,0.03,8.49,-5.29,-7.57,classical log gamma,HFS components in canonical_gf: 1,red-optical,solar_kpno_kurucz2005_corrected,REFERENCE,REFERENCE,SYNTH,ENGINE-B-NLTE,kpno_solar_atlas,red-optical,synthesis_fit,,,47.513,0.0622435044781913,"chi2 curvature at the minimum, rescaled to red_chi2==1 (RYA-847/848)",ENGINE-B-NLTE,1D-NLTE,7.259,in_aggregate,,
Fe,I,7653.758,4.796,-0.77,PRIMARY LAB DenHartog2014,ungraded,0.03,8.49,-5.57,-7.57,classical log gamma,HFS components in canonical_gf: 1,red-optical,solar_kpno_kurucz2005_corrected,REFERENCE,REFERENCE,SYNTH,ENGINE-B-NLTE,kpno_solar_atlas,red-optical,synthesis_fit,,,42.558,0.0688726366029133,"chi2 curvature at the minimum, rescaled to red_chi2==1 (RYA-847/848)",ENGINE-B-NLTE,1D-NLTE,7.298,in_aggregate,,
Fe,I,7661.195,4.256,-0.88,PRIMARY LAB Ruffoni2014,ungraded,0.02,8.32,-5.27,-7.55,classical log gamma,HFS components in canonical_gf: 1,red-optical,solar_kpno_kurucz2005_corrected,REFERENCE,REFERENCE,SYNTH,ENGINE-B-NLTE,kpno_solar_atlas,red-optical,synthesis_fit,,,47.324,0.0633293482955864,"chi2 curvature at the minimum, rescaled to red_chi2==1 (RYA-847/848)",ENGINE-B-NLTE,1D-NLTE,7.441,in_aggregate,,
Fe,I,7664.159,4.835,-1.38,PRIMARY LAB Ruffoni2014,ungraded,0.11,8.49,-5.46,-7.57,classical log gamma,HFS components in canonical_gf: 1,red-optical,solar_kpno_kurucz2005_corrected,REFERENCE,REFERENCE,SYNTH,ENGINE-B-NLTE,kpno_solar_atlas,red-optical,synthesis_fit,,,60.278,0.0724397798286967,"chi2 curvature at the minimum, rescaled to red_chi2==1 (RYA-847/848)",ENGINE-B-NLTE,1D-NLTE,7.456,in_aggregate,,
Fe,I,7710.363,4.22,-1.07,PRIMARY LAB DenHartog2014,ungraded,0.03,8.32,-5.35,-7.55,classical log gamma,HFS components in canonical_gf: 1,red-optical,solar_kpno_kurucz2005_corrected,REFERENCE,REFERENCE,SYNTH,ENGINE-B-NLTE,kpno_solar_atlas,red-optical,synthesis_fit,,,50.962,0.0588642775818533,"chi2 curvature at the minimum, rescaled to red_chi2==1 (RYA-847/848)",ENGINE-B-NLTE,1D-NLTE,7.331,in_aggregate,,
Fe,I,7937.139,4.313,-0.02,PRIMARY LAB Ruffoni2014,ungraded,0.02,8.22,-5.27,-7.55,classical log gamma,HFS components in canonical_gf: 1,red-optical,solar_kpno_kurucz2005_corrected,REFERENCE,REFERENCE,SYNTH,ENGINE-B-NLTE,kpno_solar_atlas,red-optical,synthesis_fit,,,49.621,0.0581223009993431,"chi2 curvature at the minimum, rescaled to red_chi2==1 (RYA-847/848)",ENGINE-B-NLTE,1D-NLTE,7.489,in_aggregate,,
Fe,I,7945.846,4.387,0.0,PRIMARY LAB Ruffoni2014,ungraded,0.02,8.21,-5.38,-7.54,classical log gamma,HFS components in canonical_gf: 1,red-optical,solar_kpno_kurucz2005_corrected,REFERENCE,REFERENCE,SYNTH,ENGINE-B-NLTE,kpno_solar_atlas,red-optical,synthesis_fit,,,49.407,0.0548674237306262,"chi2 curvature at the minimum, rescaled to red_chi2==1 (RYA-847/848)",ENGINE-B-NLTE,1D-NLTE,7.458,in_aggregate,,
Fe,I,7998.944,4.371,-0.02,PRIMARY LAB DenHartog2014,ungraded,0.02,8.24,-5.36,-7.55,classical log gamma,HFS components in canonical_gf: 1,red-optical,solar_kpno_kurucz2005_corrected,REFERENCE,REFERENCE,SYNTH,ENGINE-B-NLTE,kpno_solar_atlas,red-optical,synthesis_fit,,,48.581,0.0563450396237891,"chi2 curvature at the minimum, rescaled to red_chi2==1 (RYA-847/848)",ENGINE-B-NLTE,1D-NLTE,7.422,in_aggregate,,
Fe,I,8046.047,4.415,-0.1,PRIMARY LAB DenHartog2014,ungraded,0.02,8.25,-5.31,-7.55,classical log gamma,HFS components in canonical_gf: 1,red-optical,solar_kpno_kurucz2005_corrected,REFERENCE,REFERENCE,SYNTH,ENGINE-B-NLTE,kpno_solar_atlas,red-optical,synthesis_fit,,,77.64,0.0311521085616608,"chi2 curvature at the minimum, rescaled to red_chi2==1 (RYA-847/848)",ENGINE-B-NLTE,1D-NLTE,7.548,in_aggregate,,
Fe,I,8198.921,4.435,-0.76,PRIMARY LAB Ruffoni2014,ungraded,0.02,8.18,-5.38,-7.54,classical log gamma,HFS components in canonical_gf: 1,red-optical,solar_kpno_kurucz2005_corrected,REFERENCE,REFERENCE,SYNTH,ENGINE-B-NLTE,kpno_solar_atlas,red-optical,synthesis_fit,,,46.771,0.0632900097344169,"chi2 curvature at the minimum, rescaled to red_chi2==1 (RYA-847/848)",ENGINE-B-NLTE,1D-NLTE,7.545,in_aggregate,,
Fe,I,8207.742,4.446,-0.96,PRIMARY LAB DenHartog2014,ungraded,0.03,8.25,-5.31,-7.55,classical log gamma,HFS components in canonical_gf: 1,red-optical,solar_kpno_kurucz2005_corrected,REFERENCE,REFERENCE,SYNTH,ENGINE-B-NLTE,kpno_solar_atlas,red-optical,synthesis_fit,,,23.375,0.0584464439909516,"chi2 curvature at the minimum, rescaled to red_chi2==1 (RYA-847/848)",ENGINE-B-NLTE,1D-NLTE,7.552,in_aggregate,,
Fe,I,8220.378,4.32,0.3,PRIMARY LAB DenHartog2014,ungraded,0.02,8.26,-5.35,-7.55,classical log gamma,HFS components in canonical_gf: 1,red-optical,solar_kpno_kurucz2005_corrected,REFERENCE,REFERENCE,SYNTH,ENGINE-B-NLTE,kpno_solar_atlas,red-optical,synthesis_fit,,,39.271,0.0462213083252978,"chi2 curvature at the minimum, rescaled to red_chi2==1 (RYA-847/848)",ENGINE-B-NLTE,1D-NLTE,7.406,in_aggregate,,
Fe,I,8232.316,4.415,-0.85,PRIMARY LAB DenHartog2014,ungraded,0.02,8.25,-5.36,-7.55,classical log gamma,HFS components in canonical_gf: 1,red-optical,solar_kpno_kurucz2005_corrected,REFERENCE,REFERENCE,SYNTH,ENGINE-B-NLTE,kpno_solar_atlas,red-optical,synthesis_fit,,,21.396,0.0465314841868338,"chi2 curvature at the minimum, rescaled to red_chi2==1 (RYA-847/848)",ENGINE-B-NLTE,1D-NLTE,7.628,in_aggregate,,
Fe,I,8248.129,4.371,-1.23,PRIMARY LAB Ruffoni2014,ungraded,0.05,8.24,-5.27,-7.55,classical log gamma,HFS components in canonical_gf: 1,red-optical,solar_kpno_kurucz2005_corrected,REFERENCE,REFERENCE,SYNTH,ENGINE-B-NLTE,kpno_solar_atlas,red-optical,synthesis_fit,,,50.953,0.078133222194751,"chi2 curvature at the minimum, rescaled to red_chi2==1 (RYA-847/848)",ENGINE-B-NLTE,1D-NLTE,7.698,in_aggregate,,
Fe,I,8331.914,4.387,-0.26,PRIMARY LAB Ruffoni2014,ungraded,0.02,8.22,-5.27,-7.55,classical log gamma,HFS components in canonical_gf: 1,red-optical,solar_kpno_kurucz2005_corrected,REFERENCE,REFERENCE,SYNTH,ENGINE-B-NLTE,kpno_solar_atlas,red-optical,synthesis_fit,,,50.422,0.0661729147623767,"chi2 curvature at the minimum, rescaled to red_chi2==1 (RYA-847/848)",ENGINE-B-NLTE,1D-NLTE,7.544,in_aggregate,,
Fe,I,8339.402,4.435,-0.54,PRIMARY LAB DenHartog2014,ungraded,0.03,8.2,-5.36,-7.55,classical log gamma,HFS components in canonical_gf: 1,red-optical,solar_kpno_kurucz2005_corrected,REFERENCE,REFERENCE,SYNTH,ENGINE-B-NLTE,kpno_solar_atlas,red-optical,synthesis_fit,,,44.744,0.0616584941110754,"chi2 curvature at the minimum, rescaled to red_chi2==1 (RYA-847/848)",ENGINE-B-NLTE,1D-NLTE,7.429,in_aggregate,,
Fe,I,8360.794,4.473,-1.1,PRIMARY LAB DenHartog2014,ungraded,0.04,8.19,-5.31,-7.55,classical log gamma,HFS components in canonical_gf: 1,red-optical,solar_kpno_kurucz2005_corrected,REFERENCE,REFERENCE,SYNTH,ENGINE-B-NLTE,kpno_solar_atlas,red-optical,synthesis_fit,,,46.778,0.0742994919862336,"chi2 curvature at the minimum, rescaled to red_chi2==1 (RYA-847/848)",ENGINE-B-NLTE,1D-NLTE,7.557,in_aggregate,,
